BIPA	GRAPHEME	COUNT	SYMBOLS
ɖʰ	ɖʰ	19	◌ɖ ◌ʰ
ɖʱ	ɖʱ	3	◌ɖ ◌ʱ
ɖʲ	ɖʲ	1	◌ɖ ◌ʲ
ɖː	ɖː	1	◌ɖ ◌ː
ɖʱ	ɖ̤ʱ	3	◌ɖ ◌ʱ
ɖʐ̥	ɖ̥ʐ̥	1	◌ɖ ◌ʐ ◌̥
ɖʐ̻	ɖ̻ʐ̻	1	◌ɖ ◌ʐ ◌̻
ɗ	ɗ	4	◌ɗ
ɘ	ɘ	5	◌ɘ
ɘi	ɘi	1	◌ɘ ◌i
ɘy	ɘy	1	◌ɘ ◌y
ɘː	ɘː	3	◌ɘ ◌ː
ɘ˞	ɘ˞	1	◌ɘ ◌˞
ɘ̃	ɘ̃	2	◌ɘ ◌̃
ɘ̆	ɘ̆	1	◌ɘ ◌̆
ɘ̟	ɘ̟	1	◌ɘ ◌̟
ɘ̠	ɘ̠	2	◌ɘ ◌̠
ə	ə	128	◌ə
əi	əi	12	◌ə ◌i
əĩ	əĩ	1	◌ə ◌i ◌̃
əi̯	əi̯	1	◌ə ◌i ◌̯
əi̯	əj	1	◌ə ◌i ◌̯
əo	əo	1	◌ə ◌o
əu	əu	13	◌ə ◌u
əũ	əũ	1	◌ə ◌u ◌̃
əu̯	əu̯	1	◌ə ◌u ◌̯
əu̯	əw	3	◌ə ◌u ◌̯
əy	əy	1	◌ə ◌y
əɒ	əɒ	1	◌ə ◌ɒ
əɨ	əɨ	1	◌ə ◌ɨ
əɯ	əɯ	1	◌ə ◌ɯ
əɯ̃	əɯ̃	1	◌ə ◌ɯ ◌̃
əʊ	əʊ	2	◌ə ◌ʊ
əː	əː	17	◌ə ◌ː
əːi	əːi	1	◌ə ◌ː ◌i
ə̃ː	əː̃	1	◌ə ◌̃ ◌ː
ə˞	ə˞	7	◌ə ◌˞
ə˞ː	ə˞ː	1	◌ə ◌˞ ◌ː
əˤ	əˤ	1	◌ə ◌ˤ
ə̃	ə̃	15	◌ə ◌̃
ə̃ĩ	ə̃ĩ	1	◌ə ◌̃ ◌i ◌̃
ə̃ũ	ə̃ũ	1	◌ə ◌̃ ◌u ◌̃
ə̤̃ː	ə̤̃ː	1	◌ə ◌̤ ◌̃ ◌ː
ə̆	ə̆	6	◌ə ◌̆
ə̞̆	ə̞̆	1	◌ə ◌̞ ◌̆
ə̟̆	ə̟̆	1	◌ə ◌̆ ◌̟
ə̤	ə̤	3	◌ə ◌̤
ə̰	ə̰	1	◌ə ◌̰
ə̰ɯ̰	ə̰ɯ̰	1	◌ə ◌̰ ◌ɯ ◌̰
ə̹	ə̹	1	◌ə ◌̹
ɛ	ɛ	189	◌ɛ
ɛa	ɛa	1	◌ɛ ◌a
ɛa̟	ɛa̟	1	◌ɛ ◌a ◌̟
ɛe	ɛe	1	◌ɛ ◌e
ɛi	ɛi	6	◌ɛ ◌i
ɛi̯	ɛi̯	2	◌ɛ ◌i ◌̯
ɛi̯	ɛj	3	◌ɛ ◌i ◌̯
ɛo	ɛo	2	◌ɛ ◌o
ɛu	ɛu	3	◌ɛ ◌u
ɛu̯	ɛu̯	3	◌ɛ ◌u ◌̯
ɛu̯	ɛw	1	◌ɛ ◌u ◌̯
ɛɐ	ɛɐ	1	◌ɛ ◌ɐ
ɛɪ	ɛɪ	3	◌ɛ ◌ɪ
ɛʉ	ɛʉ	1	◌ɛ ◌ʉ
ɛː	ɛː	66	◌ɛ ◌ː
ɛ̃ː	ɛː̃	1	◌ɛ ◌̃ ◌ː
ɛˑ	ɛˑ	1	◌ɛ ◌ˑ
ɛ˞	ɛ˞	1	◌ɛ ◌˞
ɛˤ	ɛˤ	1	◌ɛ ◌ˤ
ɛ̃	ɛ̃	26	◌ɛ ◌̃
ɛ̃ũ	ɛ̃ũ	1	◌ɛ ◌̃ ◌u ◌̃
ɛ̃ː	ɛ̃ː	14	◌ɛ ◌̃ ◌ː
ɛ̃ːi̯	ɛ̃ːi̯	1	◌ɛ ◌̃ ◌ː ◌i ◌̯
ɛ̤̃ː	ɛ̤̃ː	1	◌ɛ ◌̤ ◌̃ ◌ː
ɛ̝	ɛ̝	3	◌ɛ ◌̝
ɛ̝ː	ɛ̝ː	1	◌ɛ ◌̝ ◌ː
ɛ̞	ɛ̞	2	◌ɛ ◌̞
ɛ̞ː	ɛ̞ː	1	◌ɛ ◌̞ ◌ː
ɛ̠	ɛ̠	2	◌ɛ ◌̠
ɛː̠	ɛ̠ː	1	◌ɛ ◌ː ◌̠
ɛ̤	ɛ̤	6	◌ɛ ◌̤
ɛ̤i̤	ɛ̤i̤	1	◌ɛ ◌̤ ◌i ◌̤
ɛ̤ː	ɛ̤ː	1	◌ɛ ◌̤ ◌ː
ɛ̯æː	ɛ̯æː	1	◌ɛ ◌̯ ◌æ ◌ː
ɛ̰	ɛ̰	3	◌ɛ ◌̰
ɛ̰ː	ɛ̰ː	1	◌ɛ ◌̰ ◌ː
ɜ	ɜ	3	◌ɜ
ɜi	ɜi	1	◌ɜ ◌i
ɜi̯	ɜj	1	◌ɜ ◌i ◌̯
ɜː	ɜː	2	◌ɜ ◌ː
ɜ̹	ɜ̹	1	◌ɜ ◌̹
ɜ̹ː	ɜ̹ː	1	◌ɜ ◌̹ ◌ː
ɞ	ɞ	3	◌ɞ
ɞe̯	ɞe̯	1	◌ɞ ◌e ◌̯
ɞʏ̯	ɞʏ̯	1	◌ɞ ◌ʏ ◌̯
ɞː	ɞː	1	◌ɞ ◌ː
ɞ̜̃ː	ɞ̜̃ː	1	◌ɞ ◌̜ ◌̃ ◌ː
ɞ̜	ɞ̜	1	◌ɞ ◌̜
ɞ̜ː	ɞ̜ː	1	◌ɞ ◌̜ ◌ː
ɞ̜̰	ɞ̜̰	1	◌ɞ ◌̜ ◌̰
ɞ̠	ɞ̠	1	◌ɞ ◌̠
ɞː̠	ɞ̠ː	1	◌ɞ ◌ː ◌̠
ɞ̰	ɞ̰	1	◌ɞ ◌̰
ɟ	ɟ	89	◌ɟ
ɟʝ	ɟʝ	5	◌ɟ ◌ʝ
ɟʝ̞	ɟʝ̞	1	◌ɟ ◌ʝ ◌̞
ɟʰ	ɟʰ	9	◌ɟ ◌ʰ
ɟʱ	ɟʱ	2	◌ɟ ◌ʱ
ɟ̟	ɟ̟	4	◌ɟ ◌̟
ɟʝ̥	ɟ̥ʝ̥	1	◌ɟ ◌ʝ ◌̥
ɠ	ɠ	2	◌ɠ
g	ɡ	23	◌g
gʲ	ɡʲ	4	◌g ◌ʲ
gʷ	ɡʷ	3	◌g ◌ʷ
ɢ	ɢ	15	◌ɢ
ɢʁ	ɢʁ	2	◌ɢ ◌ʁ
ɢʷ	ɢʷ	1	◌ɢ ◌ʷ
ɢ̥	ɢ̥	2	◌ɢ ◌̥
ɣ	ɣ	111	◌ɣ
ɣʲ	ɣʲ	4	◌ɣ ◌ʲ
ɣʷ	ɣʷ	1	◌ɣ ◌ʷ
ɣ̊	ɣ̊	1	◌ɣ ◌̊
ɤ	ɤ	33	◌ɤ
ɤi	ɤi	1	◌ɤ ◌i
ɤː	ɤː	7	◌ɤ ◌ː
ɤˑ	ɤˑ	1	◌ɤ ◌ˑ
ɤ̞̆	ɤ̞̆	1	◌ɤ ◌̞ ◌̆
ɤ̝	ɤ̝	1	◌ɤ ◌̝
ɤ̞	ɤ̞	2	◌ɤ ◌̞
ɤ̟	ɤ̟	2	◌ɤ ◌̟
ɤː̟	ɤ̟ː	1	◌ɤ ◌ː ◌̟
ɤ̹̟	ɤ̟̹	1	◌ɤ ◌̹ ◌̟
ɥ	ɥ	5	◌ɥ
ɥˤ	ɥˤ	2	◌ɥ ◌ˤ
ɥ̥	ɥ̊	1	◌ɥ ◌̥
ɦ	ɦ	26	◌ɦ
ɧ	ɧ	1	◌ɧ
ɨ	ɨ	46	◌ɨ
ɨa	ɨa	2	◌ɨ ◌a
ɨä	ɨä̠	1	◌ɨ ◌a ◌̈
ɨi	ɨi	1	◌ɨ ◌i
ɨi̯	ɨi̯	1	◌ɨ ◌i ◌̯
ɨi̯	ɨj	1	◌ɨ ◌i ◌̯
ɨə	ɨə	2	◌ɨ ◌ə
ɨɛ	ɨɛ	2	◌ɨ ◌ɛ
ɨː	ɨː	11	◌ɨ ◌ː
ɨ̃	ɨ̃	1	◌ɨ ◌̃
ɨ̞̃ː	ɨ̞̃ː	1	◌ɨ ◌̞ ◌̃ ◌ː
ɨ̆	ɨ̆	10	◌ɨ ◌̆
ɨ̞	ɨ̞	3	◌ɨ ◌̞
ɨ̞ː	ɨ̞ː	1	◌ɨ ◌̞ ◌ː
ɨ̞̰	ɨ̞̰	1	◌ɨ ◌̞ ◌̰
ɨː̟	ɨ̟ː	1	◌ɨ ◌ː ◌̟
ɨ̠	ɨ̠	2	◌ɨ ◌̠
ɨ̤	ɨ̤	1	◌ɨ ◌̤
ɨ̹	ɨ̹	2	◌ɨ ◌̹
ɨ̹ː	ɨ̹ː	1	◌ɨ ◌̹ ◌ː
ɪ	ɪ	70	◌ɪ
ɪu	ɪu	1	◌ɪ ◌u
ɪə	ɪə	3	◌ɪ ◌ə
ɪɛ	ɪɛ	1	◌ɪ ◌ɛ
ɪɛː	ɪɛː	1	◌ɪ ◌ɛ ◌ː
ɪː	ɪː	11	◌ɪ ◌ː
ɪ̃	ɪ̃	14	◌ɪ ◌̃
ɪ̃ə̃	ɪ̃ə̃	1	◌ɪ ◌̃ ◌ə ◌̃
ɪ̃ɛ	ɪ̃ɛ	1	◌ɪ ◌̃ ◌ɛ
ɪ̃ɛː	ɪ̃ɛː	1	◌ɪ ◌̃ ◌ɛ ◌ː
ɪ̃ː	ɪ̃ː	4	◌ɪ ◌̃ ◌ː
ɪ̆	ɪ̆	3	◌ɪ ◌̆
ɪ̈	ɪ̈	7	◌ɪ ◌̈
ɪ̞̈	ɪ̞̈	1	◌ɪ ◌̞ ◌̈
ɪ̞	ɪ̞	2	◌ɪ ◌̞
ɪ̯	ɪ̯	4	◌ɪ ◌̯
ɪ̯ä	ɪ̯ä	1	◌ɪ ◌̯ ◌a ◌̈
ɪ̯u̞	ɪ̯u̞	1	◌ɪ ◌̯ ◌u ◌̞
ɪ̯ɔ	ɪ̯ɔ	1	◌ɪ ◌̯ ◌ɔ
ɪ̰	ɪ̰	2	◌ɪ ◌̰
lˠ	ɫ	31	◌l ◌ˠ
lˠː	ɫː	1	◌l ◌ˠ ◌ː
l̥ˠ	ɫ̥	1	◌l ◌̥ ◌ˠ
l̪ˠ	ɫ̪	8	◌l ◌̪ ◌ˠ
l̺ˠ	ɫ̺	3	◌l ◌̺ ◌ˠ
l̻ˠ	ɫ̻	1	◌l ◌̻ ◌ˠ
ɬ	ɬ	39	◌ɬ
ɬʲ	ɬʲ	4	◌ɬ ◌ʲ
ɬʷ	ɬʷ	1	◌ɬ ◌ʷ
ɬʼ	ɬʼ	4	◌ɬ ◌ʼ
ɬː	ɬː	4	◌ɬ ◌ː
ɬˠ	ɬˠ	2	◌ɬ ◌ˠ
ɬ̪	ɬ̪	3	◌ɬ ◌̪
ɬʼ	ɬ’	1	◌ɬ ◌ʼ
ɭ	ɭ	16	◌ɭ
ɭ̊	ɭ̥	1	◌ɭ ◌̊
ɮ	ɮ	4	◌ɮ
ɮʲ	ɮʲ	1	◌ɮ ◌ʲ
ɮ’	ɮʼ	1	◌ɮ ◌’
ɮ̺	ɮ̺	1	◌ɮ ◌̺
ɯ	ɯ	57	◌ɯ
ɯa	ɯa	10	◌ɯ ◌a
ɯi	ɯi	1	◌ɯ ◌i
ɯo	ɯo	1	◌ɯ ◌o
ɯɑ	ɯɑ	6	◌ɯ ◌ɑ
ɯə	ɯə	1	◌ɯ ◌ə
ɯɪ̯	ɯɪ̯	1	◌ɯ ◌ɪ ◌̯
ɯː	ɯː	16	◌ɯ ◌ː
ɯːi	ɯːi	1	◌ɯ ◌ː ◌i
ɯˑ	ɯˑ	1	◌ɯ ◌ˑ
ɯ̃	ɯ̃	5	◌ɯ ◌̃
ɯ̃ː	ɯ̃ː	1	◌ɯ ◌̃ ◌ː
ɯ̙	ɯ̙	2	◌ɯ ◌̙
ɯ̙i̯	ɯ̙i̯	1	◌ɯ ◌̙ ◌i ◌̯
ɯ̝	ɯ̝	1	◌ɯ ◌̝
ɯ̞	ɯ̞	1	◌ɯ ◌̞
ɯ̟	ɯ̟	1	◌ɯ ◌̟
ɯ̤	ɯ̤	2	◌ɯ ◌̤
ɯ̰	ɯ̰	2	◌ɯ ◌̰
ɯ̽	ɯ̽	10	◌ɯ ◌̽
ɯ̽ː	ɯ̽ː	2	◌ɯ ◌̽ ◌ː
ɯ̰ː̽	ɯ̰̽ː	1	◌ɯ ◌̰ ◌ː ◌̽
ɰ	ɰ	8	◌ɰ
ɲ	ɲ	168	◌ɲ
ɲː	ɲː	2	◌ɲ ◌ː
ɲ̊	ɲ̊	16	◌ɲ ◌̊
ɲ̟	ɲ̟	14	◌ɲ ◌̟
ɲ̊	ɲ̥	1	◌ɲ ◌̊
ɳ	ɳ	36	◌ɳ
ɳʱ	ɳʱ	2	◌ɳ ◌ʱ
ɳʲ	ɳʲ	1	◌ɳ ◌ʲ
ɳ̊	ɳ̥	1	◌ɳ ◌̊
ɴ	ɴ	2	◌ɴ
ɵ	ɵ	19	◌ɵ
ɵy	ɵy	1	◌ɵ ◌y
ɵə	ɵə	1	◌ɵ ◌ə
ɵː	ɵː	11	◌ɵ ◌ː
ɵ̃	ɵ̃	4	◌ɵ ◌̃
ɵ̆	ɵ̆	1	◌ɵ ◌̆
ɵ̞	ɵ̞	2	◌ɵ ◌̞
ɵ̞ː	ɵ̞ː	1	◌ɵ ◌̞ ◌ː
ɵ̞̰	ɵ̞̰	1	◌ɵ ◌̞ ◌̰
ɵ̟	ɵ̟	1	◌ɵ ◌̟
ɵː̟	ɵ̟ː	1	◌ɵ ◌ː ◌̟
ɶ	ɶ	1	◌ɶ
ɶː	ɶː	1	◌ɶ ◌ː
ɸ	ɸ	9	◌ɸ
ɹ	ɹ	8	◌ɹ
ɹ̥	ɹ̥	4	◌ɹ ◌̥
ɹ̺	ɹ̺	1	◌ɹ ◌̺
ɺ	ɺ	2	◌ɺ
ɻ	ɻ	5	◌ɻ
ɻʲ	ɻʲ	1	◌ɻ ◌ʲ
ɻˤ	ɻˤ	1	◌ɻ ◌ˤ
ɻ̥	ɻ̊	2	◌ɻ ◌̥
ɽ	ɽ	50	◌ɽ
ɽʰ	ɽʰ	3	◌ɽ ◌ʰ
ɽʱ	ɽʱ	3	◌ɽ ◌ʱ
ɽ̃	ɽ̃	6	◌ɽ ◌̃
ɽ̥	ɽ̊	1	◌ɽ ◌̥
ɽʱ	ɽ̤ʱ	2	◌ɽ ◌ʱ
ɾ	ɾ	81	◌ɾ
ɾʲ	ɾʲ	7	◌ɾ ◌ʲ
ɾˠ	ɾˠ	2	◌ɾ ◌ˠ
ɾ̞	ɾ̞	1	◌ɾ ◌̞
ɾ̠	ɾ̠	1	◌ɾ ◌̠
ɾ̥	ɾ̥	6	◌ɾ ◌̥
ɾ̥ʲ	ɾ̥ʲ	2	◌ɾ ◌̥ ◌ʲ
ɾ̪	ɾ̪	3	◌ɾ ◌̪
ɾ̪ʲ	ɾ̪ʲ	1	◌ɾ ◌̪ ◌ʲ
ɾ̪ˠ	ɾ̪ˠ	1	◌ɾ ◌̪ ◌ˠ
ɾ̺	ɾ̺	8	◌ɾ ◌̺
ɾ̻	ɾ̻	1	◌ɾ ◌̻
ɿ	ɿ	7	◌ɿ
ɿˠ	ɿˠ	1	◌ɿ ◌ˠ
ɿ̰	ɿ̰	1	◌ɿ ◌̰
ɿ̹	ɿ̹	2	◌ɿ ◌̹
ʀ	ʀ	5	◌ʀ
ʁ	ʁ	94	◌ʁ
ʁʲ	ʁʲ	2	◌ʁ ◌ʲ
ʁʷ	ʁʷ	21	◌ʁ ◌ʷ
ʁː	ʁː	1	◌ʁ ◌ː
ʁˤ	ʁˤ	1	◌ʁ ◌ˤ
ʁ̞	ʁ̞	1	◌ʁ ◌̞
ʂ	ʂ	93	◌ʂ
ʂʰ	ʂʰ	6	◌ʂ ◌ʰ
ʂʲ	ʂʲ	1	◌ʂ ◌ʲ
ʂʷ	ʂʷ	1	◌ʂ ◌ʷ
ʂː	ʂː	1	◌ʂ ◌ː
ʂ̻	ʂ̻	1	◌ʂ ◌̻
ʃ	ʃ	224	◌ʃ
ʃʰ	ʃʰ	2	◌ʃ ◌ʰ
ʃʲ	ʃʲ	7	◌ʃ ◌ʲ
ʃʷ	ʃʷ	5	◌ʃ ◌ʷ
ʃʼ	ʃʼ	1	◌ʃ ◌ʼ
ʃː	ʃː	8	◌ʃ ◌ː
ʃʲː	ʃːʲ	1	◌ʃ ◌ʲ ◌ː
ʃʷː	ʃːʷ	1	◌ʃ ◌ʷ ◌ː
ʃ’ː	ʃːʼ	1	◌ʃ ◌’ ◌ː
ʃ̞	ʃ̞	1	◌ʃ ◌̞
ʃ̞’	ʃ̞ʼ	1	◌ʃ ◌̞ ◌’
ʃ̺	ʃ̺	3	◌ʃ ◌̺
ʄ	ʄ	2	◌ʄ
ʅ	ʅ	2	◌ʅ
ʅ̹	ʅ̹	1	◌ʅ ◌̹
ʈ	ʈ	102	◌ʈ
ʈʂ	ʈʂ	59	◌ʈ ◌ʂ
ʈʂʰ	ʈʂʰ	43	◌ʈ ◌ʂ ◌ʰ
ʈʂʷ	ʈʂʷ	1	◌ʈ ◌ʂ ◌ʷ
ʈʂ’	ʈʂʼ	2	◌ʈ ◌ʂ ◌’
ʈʰ	ʈʰ	77	◌ʈ ◌ʰ
ʈʲ	ʈʲ	1	◌ʈ ◌ʲ
ʈʂ̻	ʈ̻ʂ̻	1	◌ʈ ◌ʂ ◌̻
ʉ	ʉ	18	◌ʉ
ʉi̯	ʉi̯	1	◌ʉ ◌i ◌̯
ʉu	ʉu	1	◌ʉ ◌u
ʉœ̠	ʉœ̠	1	◌ʉ ◌œ ◌̠
ʉɞ̠	ʉɞ̠	1	◌ʉ ◌ɞ ◌̠
ʉː	ʉː	10	◌ʉ ◌ː
ʉ̃	ʉ̃	4	◌ʉ ◌̃
ʉ̃ː	ʉ̃ː	2	◌ʉ ◌̃ ◌ː
ʉ̞	ʉ̞	1	◌ʉ ◌̞
ʉ̟	ʉ̟	1	◌ʉ ◌̟
ʉː̟	ʉ̟ː	1	◌ʉ ◌ː ◌̟
ʉ̰	ʉ̰	1	◌ʉ ◌̰
ʊ	ʊ	61	◌ʊ
ʊa	ʊa	1	◌ʊ ◌a
ʊi	ʊi	2	◌ʊ ◌i
ʊə	ʊə	1	◌ʊ ◌ə
ʊɪ	ʊɪ	2	◌ʊ ◌ɪ
ʊː	ʊː	9	◌ʊ ◌ː
ʊˤː	ʊˤː	1	◌ʊ ◌ˤ ◌ː
ʊ̃	ʊ̃	12	◌ʊ ◌̃
ʊ̃ː	ʊ̃ː	3	◌ʊ ◌̃ ◌ː
ʊ̆	ʊ̆	2	◌ʊ ◌̆
ʊ̈	ʊ̈	1	◌ʊ ◌̈
ʊ̈i	ʊ̈i	1	◌ʊ ◌̈ ◌i
ʊ̜̈	ʊ̜̈	1	◌ʊ ◌̜ ◌̈
ʊ̞̈	ʊ̞̈	1	◌ʊ ◌̞ ◌̈
ʊ̜	ʊ̜	4	◌ʊ ◌̜
ʊ̞	ʊ̞	1	◌ʊ ◌̞
ʊ̯	ʊ̯	5	◌ʊ ◌̯
ʊ̯ɔ	ʊ̯ɔ	1	◌ʊ ◌̯ ◌ɔ
ʊ̰	ʊ̰	1	◌ʊ ◌̰
ʊ̽	ʊ̽	1	◌ʊ ◌̽
ʋ	ʋ	41	◌ʋ
ʋʲ	ʋʲ	2	◌ʋ ◌ʲ
ʋ̩	ʋ̩	1	◌ʋ ◌̩
ʌ	ʌ	27	◌ʌ
ʌi	ʌi	1	◌ʌ ◌i
ʌi̯	ʌj	1	◌ʌ ◌i ◌̯
ʌu	ʌu	1	◌ʌ ◌u
ʌu̯	ʌw	1	◌ʌ ◌u ◌̯
ʌː	ʌː	2	◌ʌ ◌ː
ʌˤː	ʌˤː	1	◌ʌ ◌ˤ ◌ː
ʌ̃	ʌ̃	6	◌ʌ ◌̃
ʌ̤	ʌ̤	2	◌ʌ ◌̤
ʌ̤ː	ʌ̤ː	1	◌ʌ ◌̤ ◌ː
ʍ	ʍ	8	◌ʍ
ʎ	ʎ	42	◌ʎ
ȴ	ʎ̟	12	◌ȴ
ʏ	ʏ	12	◌ʏ
ʏi̯	ʏi̯	1	◌ʏ ◌i ◌̯
ʏː	ʏː	5	◌ʏ ◌ː
ʏ̃	ʏ̃	1	◌ʏ ◌̃
ʏ̃ː	ʏ̃ː	1	◌ʏ ◌̃ ◌ː
ʐ	ʐ	58	◌ʐ
ʐʲ	ʐʲ	3	◌ʐ ◌ʲ
ʐʷ	ʐʷ	1	◌ʐ ◌ʷ
ʐ̻	ʐ̻	1	◌ʐ ◌̻
ʑ	ʑ	55	◌ʑ
ʑʰ	ʑʰ	1	◌ʑ ◌ʰ
ʒ	ʒ	156	◌ʒ
ʒʲ	ʒʲ	6	◌ʒ ◌ʲ
ʒʷ	ʒʷ	4	◌ʒ ◌ʷ
ʒʲː	ʒːʲ	1	◌ʒ ◌ʲ ◌ː
ʒˤ	ʒˤ	1	◌ʒ ◌ˤ
ʒ̊	ʒ̊	2	◌ʒ ◌̊
ʒ̍	ʒ̩	1	◌ʒ ◌̍
ʒ̺	ʒ̺	2	◌ʒ ◌̺
ʔ	ʔ	136	◌ʔ
ʔʷ	ʔʷ	3	◌ʔ ◌ʷ
ʔ’	ʔʼ	1	◌ʔ ◌’
ʔ’ʷ	ʔʼʷ	1	◌ʔ ◌’ ◌ʷ
ʔː	ʔː	1	◌ʔ ◌ː
ʔˤ	ʔˤ	1	◌ʔ ◌ˤ
ʔ̃	ʔ̃	1	◌ʔ ◌̃
ʕ	ʕ	15	◌ʕ
ʜ	ʜ	11	◌ʜ
ʜʷ	ʜʷ	1	◌ʜ ◌ʷ
ʝ	ʝ	12	◌ʝ
ʝː	ʝː	1	◌ʝ ◌ː
ʡ	ʡ	4	◌ʡ
ʡˤ	ʡˤ	1	◌ʡ ◌ˤ
ʢ	ʢ	8	◌ʢ
ʢʷ	ʢʷ	1	◌ʢ ◌ʷ
ʰc	ʰc	1	◌ʰ ◌c
ʰk	ʰk	4	◌ʰ ◌k
ʰkʰ	ʰkʰ	1	◌ʰ ◌k ◌ʰ
ʰkʲ	ʰkʲ	1	◌ʰ ◌k ◌ʲ
ʰkː	ʰkː	1	◌ʰ ◌k ◌ː
ʰl̥	ʰl̥	1	◌ʰ ◌l ◌̥
ʰp	ʰp	4	◌ʰ ◌p
ʰpʰ	ʰpʰ	1	◌ʰ ◌p ◌ʰ
ʰpʲ	ʰpʲ	1	◌ʰ ◌p ◌ʲ
ʰpː	ʰpː	1	◌ʰ ◌p ◌ː
ʰqʰ	ʰqʰ	1	◌ʰ ◌q ◌ʰ
ʰsʰ	ʰsʰ	1	◌ʰ ◌s ◌ʰ
ʰt	ʰt	4	◌ʰ ◌t
ʰts	ʰts	3	◌ʰ ◌t ◌s
ʰtsʰ	ʰtsʰ	1	◌ʰ ◌t ◌s ◌ʰ
ʰtsʲ	ʰtsʲ	1	◌ʰ ◌t ◌s ◌ʲ
ʰtsː	ʰtsː	1	◌ʰ ◌t ◌s ◌ː
ʰtɕ	ʰtɕ	1	◌ʰ ◌t ◌ɕ
ʰtɕʰ	ʰtɕʰ	1	◌ʰ ◌t ◌ɕ ◌ʰ
ʰtʃ	ʰtʃ	2	◌ʰ ◌t ◌ʃ
ʰtʃʰ	ʰtʃʰ	1	◌ʰ ◌t ◌ʃ ◌ʰ
ʰtʃː	ʰtʃː	1	◌ʰ ◌t ◌ʃ ◌ː
ʰtʰ	ʰtʰ	1	◌ʰ ◌t ◌ʰ
ʰtʲ	ʰtʲ	1	◌ʰ ◌t ◌ʲ
ʰtː	ʰtː	1	◌ʰ ◌t ◌ː
ʰʈ	ʰʈ	1	◌ʰ ◌ʈ
ʰʈʂʰ	ʰʈʂʰ	1	◌ʰ ◌ʈ ◌ʂ ◌ʰ
ʷk	ʰʷk	1	◌ʷ ◌k
ʷs	ʰʷs	1	◌ʷ ◌s
ʷsʰ	ʰʷsʰ	1	◌ʷ ◌s ◌ʰ
ʷt	ʰʷt	1	◌ʷ ◌t
ʷts	ʰʷts	1	◌ʷ ◌t ◌s
ʷtɕ	ʰʷtɕ	1	◌ʷ ◌t ◌ɕ
ʷɕʰ	ʰʷɕʰ	1	◌ʷ ◌ɕ ◌ʰ
ʷʂʰ	ʰʷʂʰ	1	◌ʷ ◌ʂ ◌ʰ
ʷʈ	ʰʷʈ	1	◌ʷ ◌ʈ
ʱb	ʱb	1	◌ʱ ◌b
ʱd	ʱd	1	◌ʱ ◌d
ʱdz	ʱdz	1	◌ʱ ◌d ◌z
ʱdʑ	ʱdʑ	1	◌ʱ ◌d ◌ʑ
ʱj	ʱj	1	◌ʱ ◌j
ʱl	ʱl	1	◌ʱ ◌l
ʱm	ʱm	1	◌ʱ ◌m
ʱn	ʱn	1	◌ʱ ◌n
ʱz	ʱz	1	◌ʱ ◌z
ʱŋ	ʱŋ	1	◌ʱ ◌ŋ
ʱɖ	ʱɖ	1	◌ʱ ◌ɖ
ʱɟ	ʱɟ	1	◌ʱ ◌ɟ
ʱg	ʱɡ	1	◌ʱ ◌g
ʱɲ	ʱɲ	1	◌ʱ ◌ɲ
ʱʐ	ʱʐ	1	◌ʱ ◌ʐ
ʷd	ʷd	1	◌ʷ ◌d
ʷl	ʷl	1	◌ʷ ◌l
ʷm	ʷm	1	◌ʷ ◌m
ʷr	ʷr	1	◌ʷ ◌r
ʷz	ʷz	1	◌ʷ ◌z
ʷɟ	ʷɟ	1	◌ʷ ◌ɟ
ʷʐ	ʷʐ	1	◌ʷ ◌ʐ
ʷʑ	ʷʑ	1	◌ʷ ◌ʑ
β	β	20	◌β
βʲ	βʲ	1	◌β ◌ʲ
βʲː	βʲː	1	◌β ◌ʲ ◌ː
βː	βː	1	◌β ◌ː
β̞	β̞	5	◌β ◌̞
β̩	β̩	1	◌β ◌̩
θ	θ	32	◌θ
θ’	θʼ	1	◌θ ◌’
θ̻	θ̻	1	◌θ ◌̻
χ	χ	93	◌χ
χʲ	χʲ	4	◌χ ◌ʲ
χʷ	χʷ	24	◌χ ◌ʷ
χʲʷ	χʷʲ	1	◌χ ◌ʲ ◌ʷ
χː	χː	3	◌χ ◌ː
χʷː	χːʷ	2	◌χ ◌ʷ ◌ː
χ’ː	χːʼ	1	◌χ ◌’ ◌ː
χˤ	χˤ	1	◌χ ◌ˤ
χʷˤ	χˤʷ	1	◌χ ◌ʷ ◌ˤ
ᶑ	ᶑ	1	◌ᶑ
ʒ	ẑ	4	◌ʒ
ʒʷ	ẑʷ	2	◌ʒ ◌ʷ
ⁿb	ⁿb	24	◌ⁿ ◌b
ⁿc	ⁿc	1	◌ⁿ ◌c
ⁿcʰ	ⁿcʰ	3	◌ⁿ ◌c ◌ʰ
ⁿd	ⁿd	23	◌ⁿ ◌d
ⁿdz	ⁿdz	20	◌ⁿ ◌d ◌z
ⁿdʑ	ⁿdʑ	14	◌ⁿ ◌d ◌ʑ
ⁿdʒ	ⁿdʒ	10	◌ⁿ ◌d ◌ʒ
ⁿd̪	ⁿd̪	2	◌ⁿ ◌d ◌̪
ⁿdz̪	ⁿd̪z̪	2	◌ⁿ ◌d ◌z ◌̪
ⁿg	ⁿg	17	◌ⁿ ◌g
ⁿk	ⁿk	1	◌ⁿ ◌k
ⁿkʰ	ⁿkʰ	6	◌ⁿ ◌k ◌ʰ
