BIPA_GRAPHEME	CLTS_NAME	GENERATED	EXPLICIT	GRAPHEME	SYMBOLS	URL	LATEX	FEATURES	SOUND	IMAGE	COUNT	NOTE
ʝ	voiced palatal fricative consonant		+	ʝ	◌ʝ						2	
ʮ	rounded close with-friction back vowel		+	ʮ	◌ʮ						1	
β	voiced bilabial fricative consonant		+	β	◌β						14	
θ	voiceless dental fricative consonant		+	θ	◌θ						10	
χ	voiceless uvular fricative consonant		+	χ	◌χ						20	
χʷ	labialized voiceless uvular fricative consonant		+	χʷ	◌χ ◌ʷ						5	
ⁿb	pre-nasalized voiced bilabial stop consonant		+	ᵐb	◌ⁿ ◌b						2	
ⁿp	pre-nasalized voiceless bilabial stop consonant		+	ᵐp	◌ⁿ ◌p						1	
ḛ	creaky unrounded close-mid front vowel		+	ḛ	◌e ◌̰						1	
ḭ	creaky unrounded close front vowel		+	ḭ	◌i ◌̰						1	
ṳ	breathy rounded close back vowel		+	ṳ	◌u ◌̤						6	
ṳː	long breathy rounded close back vowel	+	+	ṳː	◌u ◌̤ ◌ː						7	
ṵ	creaky rounded close back vowel		+	ṵ	◌u ◌̰						1	
ẽ	nasalized unrounded close-mid front vowel		+	ẽ	◌e ◌̃						21	
ẽː	long nasalized unrounded close-mid front vowel		+	ẽː	◌e ◌̃ ◌ː						1	
ẽ̤ː	long nasalized breathy unrounded close-mid front vowel	+	+	ẽ̤ː	◌e ◌̤ ◌̃ ◌ː						1	
ỹ	nasalized rounded close front vowel		+	ỹ	◌y ◌̃						1	
ỹː	long nasalized rounded close front vowel		+	ỹː	◌y ◌̃ ◌ː						1	
⁰	short neutral tone		+	⁰	◌⁰						19	
⁴	short from-mid-high tone		+	⁴	◌⁴						7	
⁴²	falling from-mid-high to-mid-low tone		+	⁴²	◌⁴ ◌²						16	
⁴³	falling from-mid-high to-mid tone		+	⁴³	◌⁴ ◌³						2	
⁴¹	falling from-mid-high to-low tone		+	⁴¹	◌⁴ ◌¹						5	
⁴⁴	flat from-mid-high to-mid-high tone		+	⁴⁴	◌⁴ ◌⁴						20	
⁴⁴³	falling from-mid-high via-mid-high to-mid tone		+	⁴⁴³	◌⁴ ◌⁴ ◌³						1	
⁴⁴⁵	rising from-mid-high via-mid-high to-high tone		+	⁴⁴⁵	◌⁴ ◌⁴ ◌⁵						1	
⁴⁵	rising from-mid-high to-high tone		+	⁴⁵	◌⁴ ◌⁵						5	
⁴⁵⁴	contour from-mid-high via-high to-mid-high tone		+	⁴⁵⁴	◌⁴ ◌⁵ ◌⁴						1	
⁵	short from-high tone		+	⁵	◌⁵						10	
⁵²	falling from-high to-mid-low tone		+	⁵²	◌⁵ ◌²						2	
⁵³	falling from-high to-mid tone		+	⁵³	◌⁵ ◌³						20	
⁵¹	falling from-high to-low tone		+	⁵¹	◌⁵ ◌¹						5	
⁵¹³	contour from-high via-low to-mid tone		+	⁵¹³	◌⁵ ◌¹ ◌³						1	
⁵⁴	falling from-high to-mid-high tone		+	⁵⁴	◌⁵ ◌⁴						1	
⁵⁵	flat from-high to-high tone		+	⁵⁵	◌⁵ ◌⁵						31	
ⁿt	pre-nasalized voiceless alveolar stop consonant		+	ⁿt	◌ⁿ ◌t						1	
∼			+	∼							22	
